Trial,S1_val,S1_std,S2_val,S2_std,Decision (S1>S2)
1629,-6.800000000000011,2,0,8,0
1630,-6.800000000000011,2,0,8,0
1631,-6.800000000000011,2,0,8,0
1632,-6.800000000000011,2,0,8,0
1633,-6.800000000000011,2,0,8,0
1634,-6.800000000000011,2,0,8,0
1635,-6.800000000000011,2,0,8,0
1636,-6.800000000000011,2,0,8,0
1637,-6.800000000000011,2,0,8,0
1638,-6.800000000000011,2,0,8,1
1639,-6.800000000000011,2,0,8,0
1640,-6.800000000000011,2,0,8,0
1641,-6.800000000000011,2,0,8,0
1642,-6.800000000000011,2,0,8,1
1643,-6.800000000000011,2,0,8,0
1644,-6.800000000000011,2,0,8,0
1645,-6.800000000000011,2,0,8,0
1646,-6.800000000000011,2,0,8,1
1647,-6.800000000000011,2,0,8,0
1648,-6.800000000000011,2,0,8,0
1649,-6.800000000000011,2,0,8,0
1650,-6.800000000000011,2,0,8,0
1651,-6.700000000000012,2,0,8,1
1652,-6.700000000000012,2,0,8,0
1653,-6.700000000000012,2,0,8,0
1654,-6.700000000000012,2,0,8,0
1655,-6.700000000000012,2,0,8,0
1656,-6.700000000000012,2,0,8,0
1657,-6.700000000000012,2,0,8,0
1658,-6.700000000000012,2,0,8,0
1659,-6.700000000000012,2,0,8,0
1660,-6.700000000000012,2,0,8,0
1661,-6.700000000000012,2,0,8,0
1662,-6.700000000000012,2,0,8,0
1663,-6.700000000000012,2,0,8,0
1664,-6.700000000000012,2,0,8,0
1665,-6.700000000000012,2,0,8,0
1666,-6.700000000000012,2,0,8,0
1667,-6.700000000000012,2,0,8,0
1668,-6.700000000000012,2,0,8,1
1669,-6.700000000000012,2,0,8,0
1670,-6.700000000000012,2,0,8,0
1671,-6.700000000000012,2,0,8,0
1672,-6.700000000000012,2,0,8,0
1673,-6.700000000000012,2,0,8,0
1674,-6.700000000000012,2,0,8,0
1675,-6.700000000000012,2,0,8,0
1676,-6.700000000000012,2,0,8,0
1677,-6.700000000000012,2,0,8,1
1678,-6.700000000000012,2,0,8,0
1679,-6.700000000000012,2,0,8,1
1680,-6.700000000000012,2,0,8,1
1681,-6.700000000000012,2,0,8,1
1682,-6.700000000000012,2,0,8,0
1683,-6.700000000000012,2,0,8,0
1684,-6.700000000000012,2,0,8,0
1685,-6.700000000000012,2,0,8,0
1686,-6.700000000000012,2,0,8,0
1687,-6.700000000000012,2,0,8,0
1688,-6.700000000000012,2,0,8,1
1689,-6.700000000000012,2,0,8,0
1690,-6.700000000000012,2,0,8,0
1691,-6.700000000000012,2,0,8,0
1692,-6.700000000000012,2,0,8,0
1693,-6.700000000000012,2,0,8,1
1694,-6.700000000000012,2,0,8,0
1695,-6.700000000000012,2,0,8,0
1696,-6.700000000000012,2,0,8,0
1697,-6.700000000000012,2,0,8,0
1698,-6.700000000000012,2,0,8,0
1699,-6.700000000000012,2,0,8,0
1700,-6.700000000000012,2,0,8,1
1701,-6.600000000000012,2,0,8,0
1702,-6.600000000000012,2,0,8,0
1703,-6.600000000000012,2,0,8,0
1704,-6.600000000000012,2,0,8,1
1705,-6.600000000000012,2,0,8,0
1706,-6.600000000000012,2,0,8,1
1707,-6.600000000000012,2,0,8,0
1708,-6.600000000000012,2,0,8,0
1709,-6.600000000000012,2,0,8,0
1710,-6.600000000000012,2,0,8,0
1711,-6.600000000000012,2,0,8,0
1712,-6.600000000000012,2,0,8,0
1713,-6.600000000000012,2,0,8,0
1714,-6.600000000000012,2,0,8,0
1715,-6.600000000000012,2,0,8,0
1716,-6.600000000000012,2,0,8,1
1717,-6.600000000000012,2,0,8,1
1718,-6.600000000000012,2,0,8,0
1719,-6.600000000000012,2,0,8,1
1720,-6.600000000000012,2,0,8,0
1721,-6.600000000000012,2,0,8,1
1722,-6.600000000000012,2,0,8,0
1723,-6.600000000000012,2,0,8,0
1724,-6.600000000000012,2,0,8,0
1725,-6.600000000000012,2,0,8,1
1726,-6.600000000000012,2,0,8,0
1727,-6.600000000000012,2,0,8,0
1728,-6.600000000000012,2,0,8,0
1729,-6.600000000000012,2,0,8,0
1730,-6.600000000000012,2,0,8,0
1731,-6.600000000000012,2,0,8,0
1732,-6.600000000000012,2,0,8,1
1733,-6.600000000000012,2,0,8,1
1734,-6.600000000000012,2,0,8,0
1735,-6.600000000000012,2,0,8,0
1736,-6.600000000000012,2,0,8,1
1737,-6.600000000000012,2,0,8,0
1738,-6.600000000000012,2,0,8,0
1739,-6.600000000000012,2,0,8,0
1740,-6.600000000000012,2,0,8,0
1741,-6.600000000000012,2,0,8,0
1742,-6.600000000000012,2,0,8,0
1743,-6.600000000000012,2,0,8,0
1744,-6.600000000000012,2,0,8,0
1745,-6.600000000000012,2,0,8,1
1746,-6.600000000000012,2,0,8,0
1747,-6.600000000000012,2,0,8,0
1748,-6.600000000000012,2,0,8,0
1749,-6.600000000000012,2,0,8,0
1750,-6.600000000000012,2,0,8,0
1751,-6.500000000000012,2,0,8,0
1752,-6.500000000000012,2,0,8,0
1753,-6.500000000000012,2,0,8,0
1754,-6.500000000000012,2,0,8,1
1755,-6.500000000000012,2,0,8,0
1756,-6.500000000000012,2,0,8,0
1757,-6.500000000000012,2,0,8,0
1758,-6.500000000000012,2,0,8,1
1759,-6.500000000000012,2,0,8,0
1760,-6.500000000000012,2,0,8,0
1761,-6.500000000000012,2,0,8,0
1762,-6.500000000000012,2,0,8,0
1763,-6.500000000000012,2,0,8,0
1764,-6.500000000000012,2,0,8,0
1765,-6.500000000000012,2,0,8,0
1766,-6.500000000000012,2,0,8,1
1767,-6.500000000000012,2,0,8,0
1768,-6.500000000000012,2,0,8,0
1769,-6.500000000000012,2,0,8,0
1770,-6.500000000000012,2,0,8,0
1771,-6.500000000000012,2,0,8,1
1772,-6.500000000000012,2,0,8,1
1773,-6.500000000000012,2,0,8,0
1774,-6.500000000000012,2,0,8,1
1775,-6.500000000000012,2,0,8,0
1776,-6.500000000000012,2,0,8,0
1777,-6.500000000000012,2,0,8,0
1778,-6.500000000000012,2,0,8,0
1779,-6.500000000000012,2,0,8,0
1780,-6.500000000000012,2,0,8,1
1781,-6.500000000000012,2,0,8,0
1782,-6.500000000000012,2,0,8,0
1783,-6.500000000000012,2,0,8,0
1784,-6.500000000000012,2,0,8,0
1785,-6.500000000000012,2,0,8,1
1786,-6.500000000000012,2,0,8,0
1787,-6.500000000000012,2,0,8,0
1788,-6.500000000000012,2,0,8,0
1789,-6.500000000000012,2,0,8,1
1790,-6.500000000000012,2,0,8,0
1791,-6.500000000000012,2,0,8,0
1792,-6.500000000000012,2,0,8,1
1793,-6.500000000000012,2,0,8,0
1794,-6.500000000000012,2,0,8,0
1795,-6.500000000000012,2,0,8,0
1796,-6.500000000000012,2,0,8,0
1797,-6.500000000000012,2,0,8,0
1798,-6.500000000000012,2,0,8,0
1799,-6.500000000000012,2,0,8,0
1800,-6.500000000000012,2,0,8,0
1801,-6.400000000000013,2,0,8,1
1802,-6.400000000000013,2,0,8,0
1803,-6.400000000000013,2,0,8,0
1804,-6.400000000000013,2,0,8,0
1805,-6.400000000000013,2,0,8,0
1806,-6.400000000000013,2,0,8,0
1807,-6.400000000000013,2,0,8,0
1808,-6.400000000000013,2,0,8,0
1809,-6.400000000000013,2,0,8,0
1810,-6.400000000000013,2,0,8,0
1811,-6.400000000000013,2,0,8,0
1812,-6.400000000000013,2,0,8,0
1813,-6.400000000000013,2,0,8,1
1814,-6.400000000000013,2,0,8,0
1815,-6.400000000000013,2,0,8,0
1816,-6.400000000000013,2,0,8,1
1817,-6.400000000000013,2,0,8,0
1818,-6.400000000000013,2,0,8,0
1819,-6.400000000000013,2,0,8,0
1820,-6.400000000000013,2,0,8,0
1821,-6.400000000000013,2,0,8,0
1822,-6.400000000000013,2,0,8,0
1823,-6.400000000000013,2,0,8,0
1824,-6.400000000000013,2,0,8,0
1825,-6.400000000000013,2,0,8,0
1826,-6.400000000000013,2,0,8,0
1827,-6.400000000000013,2,0,8,0
1828,-6.400000000000013,2,0,8,0
1829,-6.400000000000013,2,0,8,0
1830,-6.400000000000013,2,0,8,0
1831,-6.400000000000013,2,0,8,0
1832,-6.400000000000013,2,0,8,0
1833,-6.400000000000013,2,0,8,0
1834,-6.400000000000013,2,0,8,0
1835,-6.400000000000013,2,0,8,0
1836,-6.400000000000013,2,0,8,0
1837,-6.400000000000013,2,0,8,1
1838,-6.400000000000013,2,0,8,1
1839,-6.400000000000013,2,0,8,0
1840,-6.400000000000013,2,0,8,0
1841,-6.400000000000013,2,0,8,0
1842,-6.400000000000013,2,0,8,0
1843,-6.400000000000013,2,0,8,0
1844,-6.400000000000013,2,0,8,0
1845,-6.400000000000013,2,0,8,1
1846,-6.400000000000013,2,0,8,1
1847,-6.400000000000013,2,0,8,0
1848,-6.400000000000013,2,0,8,0
1849,-6.400000000000013,2,0,8,0
1850,-6.400000000000013,2,0,8,1
1851,-6.300000000000013,2,0,8,0
1852,-6.300000000000013,2,0,8,0
1853,-6.300000000000013,2,0,8,0
1854,-6.300000000000013,2,0,8,0
1855,-6.300000000000013,2,0,8,0
1856,-6.300000000000013,2,0,8,1
1857,-6.300000000000013,2,0,8,0
1858,-6.300000000000013,2,0,8,0
1859,-6.300000000000013,2,0,8,0
1860,-6.300000000000013,2,0,8,0
1861,-6.300000000000013,2,0,8,1
1862,-6.300000000000013,2,0,8,0
1863,-6.300000000000013,2,0,8,1
1864,-6.300000000000013,2,0,8,1
1865,-6.300000000000013,2,0,8,0
1866,-6.300000000000013,2,0,8,0
1867,-6.300000000000013,2,0,8,0
1868,-6.300000000000013,2,0,8,0
1869,-6.300000000000013,2,0,8,0
1870,-6.300000000000013,2,0,8,0
1871,-6.300000000000013,2,0,8,0
1872,-6.300000000000013,2,0,8,0
1873,-6.300000000000013,2,0,8,0
1874,-6.300000000000013,2,0,8,1
1875,-6.300000000000013,2,0,8,0
1876,-6.300000000000013,2,0,8,0
1877,-6.300000000000013,2,0,8,0
1878,-6.300000000000013,2,0,8,0
1879,-6.300000000000013,2,0,8,0
1880,-6.300000000000013,2,0,8,1
1881,-6.300000000000013,2,0,8,0
1882,-6.300000000000013,2,0,8,0
1883,-6.300000000000013,2,0,8,0
1884,-6.300000000000013,2,0,8,1
1885,-6.300000000000013,2,0,8,1
1886,-6.300000000000013,2,0,8,1
1887,-6.300000000000013,2,0,8,0
1888,-6.300000000000013,2,0,8,0
1889,-6.300000000000013,2,0,8,0
1890,-6.300000000000013,2,0,8,0
1891,-6.300000000000013,2,0,8,0
1892,-6.300000000000013,2,0,8,1
1893,-6.300000000000013,2,0,8,0
1894,-6.300000000000013,2,0,8,0
1895,-6.300000000000013,2,0,8,1
1896,-6.300000000000013,2,0,8,0
1897,-6.300000000000013,2,0,8,0
1898,-6.300000000000013,2,0,8,0
1899,-6.300000000000013,2,0,8,0
1900,-6.300000000000013,2,0,8,0
1901,-6.2000000000000135,2,0,8,0
1902,-6.2000000000000135,2,0,8,0
1903,-6.2000000000000135,2,0,8,0
1904,-6.2000000000000135,2,0,8,1
1905,-6.2000000000000135,2,0,8,0
1906,-6.2000000000000135,2,0,8,0
1907,-6.2000000000000135,2,0,8,0
1908,-6.2000000000000135,2,0,8,0
1909,-6.2000000000000135,2,0,8,0
1910,-6.2000000000000135,2,0,8,1
1911,-6.2000000000000135,2,0,8,1
1912,-6.2000000000000135,2,0,8,1
1913,-6.2000000000000135,2,0,8,0
1914,-6.2000000000000135,2,0,8,0
1915,-6.2000000000000135,2,0,8,0
1916,-6.2000000000000135,2,0,8,0
1917,-6.2000000000000135,2,0,8,0
1918,-6.2000000000000135,2,0,8,0
1919,-6.2000000000000135,2,0,8,0
1920,-6.2000000000000135,2,0,8,0
1921,-6.2000000000000135,2,0,8,0
1922,-6.2000000000000135,2,0,8,0
1923,-6.2000000000000135,2,0,8,0
1924,-6.2000000000000135,2,0,8,0
1925,-6.2000000000000135,2,0,8,0
1926,-6.2000000000000135,2,0,8,0
1927,-6.2000000000000135,2,0,8,0
1928,-6.2000000000000135,2,0,8,0
1929,-6.2000000000000135,2,0,8,1
1930,-6.2000000000000135,2,0,8,0
1931,-6.2000000000000135,2,0,8,0
1932,-6.2000000000000135,2,0,8,0
1933,-6.2000000000000135,2,0,8,0
1934,-6.2000000000000135,2,0,8,0
1935,-6.2000000000000135,2,0,8,0
1936,-6.2000000000000135,2,0,8,0
1937,-6.2000000000000135,2,0,8,0
1938,-6.2000000000000135,2,0,8,0
1939,-6.2000000000000135,2,0,8,0
1940,-6.2000000000000135,2,0,8,0
1941,-6.2000000000000135,2,0,8,0
1942,-6.2000000000000135,2,0,8,0
1943,-6.2000000000000135,2,0,8,0
1944,-6.2000000000000135,2,0,8,0
1945,-6.2000000000000135,2,0,8,0
1946,-6.2000000000000135,2,0,8,1
1947,-6.2000000000000135,2,0,8,0
1948,-6.2000000000000135,2,0,8,0
1949,-6.2000000000000135,2,0,8,1
1950,-6.2000000000000135,2,0,8,0
1951,-6.100000000000014,2,0,8,1
1952,-6.100000000000014,2,0,8,1
1953,-6.100000000000014,2,0,8,1
1954,-6.100000000000014,2,0,8,0
1955,-6.100000000000014,2,0,8,1
1956,-6.100000000000014,2,0,8,1
1957,-6.100000000000014,2,0,8,0
1958,-6.100000000000014,2,0,8,1
1959,-6.100000000000014,2,0,8,0
1960,-6.100000000000014,2,0,8,0
1961,-6.100000000000014,2,0,8,0
1962,-6.100000000000014,2,0,8,0
1963,-6.100000000000014,2,0,8,0
1964,-6.100000000000014,2,0,8,0
1965,-6.100000000000014,2,0,8,1
1966,-6.100000000000014,2,0,8,1
1967,-6.100000000000014,2,0,8,1
1968,-6.100000000000014,2,0,8,0
1969,-6.100000000000014,2,0,8,1
1970,-6.100000000000014,2,0,8,0
1971,-6.100000000000014,2,0,8,1
1972,-6.100000000000014,2,0,8,0
1973,-6.100000000000014,2,0,8,0
1974,-6.100000000000014,2,0,8,0
1975,-6.100000000000014,2,0,8,0
1976,-6.100000000000014,2,0,8,1
1977,-6.100000000000014,2,0,8,1
1978,-6.100000000000014,2,0,8,1
1979,-6.100000000000014,2,0,8,0
1980,-6.100000000000014,2,0,8,0
1981,-6.100000000000014,2,0,8,0
1982,-6.100000000000014,2,0,8,0
1983,-6.100000000000014,2,0,8,0
1984,-6.100000000000014,2,0,8,0
1985,-6.100000000000014,2,0,8,1
1986,-6.100000000000014,2,0,8,0
1987,-6.100000000000014,2,0,8,0
1988,-6.100000000000014,2,0,8,0
1989,-6.100000000000014,2,0,8,0
1990,-6.100000000000014,2,0,8,0
1991,-6.100000000000014,2,0,8,0
1992,-6.100000000000014,2,0,8,0
1993,-6.100000000000014,2,0,8,0
1994,-6.100000000000014,2,0,8,0
1995,-6.100000000000014,2,0,8,0
1996,-6.100000000000014,2,0,8,1
1997,-6.100000000000014,2,0,8,0
1998,-6.100000000000014,2,0,8,1
1999,-6.100000000000014,2,0,8,0
2000,-6.100000000000014,2,0,8,0
2001,-6.000000000000014,2,0,8,1
2002,-6.000000000000014,2,0,8,0
2003,-6.000000000000014,2,0,8,0
2004,-6.000000000000014,2,0,8,0
2005,-6.000000000000014,2,0,8,0
2006,-6.000000000000014,2,0,8,0
2007,-6.000000000000014,2,0,8,1
2008,-6.000000000000014,2,0,8,1
2009,-6.000000000000014,2,0,8,0
2010,-6.000000000000014,2,0,8,0
2011,-6.000000000000014,2,0,8,1
2012,-6.000000000000014,2,0,8,0
2013,-6.000000000000014,2,0,8,0
2014,-6.000000000000014,2,0,8,1
2015,-6.000000000000014,2,0,8,0
2016,-6.000000000000014,2,0,8,1
2017,-6.000000000000014,2,0,8,1
2018,-6.000000000000014,2,0,8,1
2019,-6.000000000000014,2,0,8,0
2020,-6.000000000000014,2,0,8,0
2021,-6.000000000000014,2,0,8,0
2022,-6.000000000000014,2,0,8,0
2023,-6.000000000000014,2,0,8,1
2024,-6.000000000000014,2,0,8,1
2025,-6.000000000000014,2,0,8,0
2026,-6.000000000000014,2,0,8,0
2027,-6.000000000000014,2,0,8,1
2028,-6.000000000000014,2,0,8,1
2029,-6.000000000000014,2,0,8,1
2030,-6.000000000000014,2,0,8,0
2031,-6.000000000000014,2,0,8,0
2032,-6.000000000000014,2,0,8,0
2033,-6.000000000000014,2,0,8,0
2034,-6.000000000000014,2,0,8,0
2035,-6.000000000000014,2,0,8,0
2036,-6.000000000000014,2,0,8,1
2037,-6.000000000000014,2,0,8,0
2038,-6.000000000000014,2,0,8,0
2039,-6.000000000000014,2,0,8,0
2040,-6.000000000000014,2,0,8,0
2041,-6.000000000000014,2,0,8,0
2042,-6.000000000000014,2,0,8,0
2043,-6.000000000000014,2,0,8,0
2044,-6.000000000000014,2,0,8,0
2045,-6.000000000000014,2,0,8,1
2046,-6.000000000000014,2,0,8,0
2047,-6.000000000000014,2,0,8,0
2048,-6.000000000000014,2,0,8,0
2049,-6.000000000000014,2,0,8,1
2050,-6.000000000000014,2,0,8,0
2051,-5.900000000000015,2,0,8,1
2052,-5.900000000000015,2,0,8,0
2053,-5.900000000000015,2,0,8,0
2054,-5.900000000000015,2,0,8,1
2055,-5.900000000000015,2,0,8,0
2056,-5.900000000000015,2,0,8,0
2057,-5.900000000000015,2,0,8,0
2058,-5.900000000000015,2,0,8,1
2059,-5.900000000000015,2,0,8,0
2060,-5.900000000000015,2,0,8,0
2061,-5.900000000000015,2,0,8,0
2062,-5.900000000000015,2,0,8,0
2063,-5.900000000000015,2,0,8,0
2064,-5.900000000000015,2,0,8,0
2065,-5.900000000000015,2,0,8,0
2066,-5.900000000000015,2,0,8,0
2067,-5.900000000000015,2,0,8,0
2068,-5.900000000000015,2,0,8,0
2069,-5.900000000000015,2,0,8,0
2070,-5.900000000000015,2,0,8,0
2071,-5.900000000000015,2,0,8,0
2072,-5.900000000000015,2,0,8,0
2073,-5.900000000000015,2,0,8,0
2074,-5.900000000000015,2,0,8,0
2075,-5.900000000000015,2,0,8,0
2076,-5.900000000000015,2,0,8,1
2077,-5.900000000000015,2,0,8,0
2078,-5.900000000000015,2,0,8,1
2079,-5.900000000000015,2,0,8,0
2080,-5.900000000000015,2,0,8,0
2081,-5.900000000000015,2,0,8,1
2082,-5.900000000000015,2,0,8,0
2083,-5.900000000000015,2,0,8,0
2084,-5.900000000000015,2,0,8,0
2085,-5.900000000000015,2,0,8,0
2086,-5.900000000000015,2,0,8,0
2087,-5.900000000000015,2,0,8,0
2088,-5.900000000000015,2,0,8,1
2089,-5.900000000000015,2,0,8,1
2090,-5.900000000000015,2,0,8,0
2091,-5.900000000000015,2,0,8,1
2092,-5.900000000000015,2,0,8,1
2093,-5.900000000000015,2,0,8,0
2094,-5.900000000000015,2,0,8,0
2095,-5.900000000000015,2,0,8,0
2096,-5.900000000000015,2,0,8,0
2097,-5.900000000000015,2,0,8,0
2098,-5.900000000000015,2,0,8,0
2099,-5.900000000000015,2,0,8,0
2100,-5.900000000000015,2,0,8,0
2101,-5.800000000000015,2,0,8,0
2102,-5.800000000000015,2,0,8,0
2103,-5.800000000000015,2,0,8,1
2104,-5.800000000000015,2,0,8,0
2105,-5.800000000000015,2,0,8,0
2106,-5.800000000000015,2,0,8,1
2107,-5.800000000000015,2,0,8,1
2108,-5.800000000000015,2,0,8,0
2109,-5.800000000000015,2,0,8,0
2110,-5.800000000000015,2,0,8,0
2111,-5.800000000000015,2,0,8,0
2112,-5.800000000000015,2,0,8,0
2113,-5.800000000000015,2,0,8,1
2114,-5.800000000000015,2,0,8,0
2115,-5.800000000000015,2,0,8,0
2116,-5.800000000000015,2,0,8,0
2117,-5.800000000000015,2,0,8,0
2118,-5.800000000000015,2,0,8,0
2119,-5.800000000000015,2,0,8,0
2120,-5.800000000000015,2,0,8,1
2121,-5.800000000000015,2,0,8,0
2122,-5.800000000000015,2,0,8,0
2123,-5.800000000000015,2,0,8,1
2124,-5.800000000000015,2,0,8,0
2125,-5.800000000000015,2,0,8,0
2126,-5.800000000000015,2,0,8,0
2127,-5.800000000000015,2,0,8,1
2128,-5.800000000000015,2,0,8,0
2129,-5.800000000000015,2,0,8,1
2130,-5.800000000000015,2,0,8,1
2131,-5.800000000000015,2,0,8,0
2132,-5.800000000000015,2,0,8,1
2133,-5.800000000000015,2,0,8,0
2134,-5.800000000000015,2,0,8,0
2135,-5.800000000000015,2,0,8,0
2136,-5.800000000000015,2,0,8,0
2137,-5.800000000000015,2,0,8,0
2138,-5.800000000000015,2,0,8,0
2139,-5.800000000000015,2,0,8,0
2140,-5.800000000000015,2,0,8,1
2141,-5.800000000000015,2,0,8,1
2142,-5.800000000000015,2,0,8,0
2143,-5.800000000000015,2,0,8,0
2144,-5.800000000000015,2,0,8,0
2145,-5.800000000000015,2,0,8,0
2146,-5.800000000000015,2,0,8,0
2147,-5.800000000000015,2,0,8,0
2148,-5.800000000000015,2,0,8,0
2149,-5.800000000000015,2,0,8,0
2150,-5.800000000000015,2,0,8,0
2151,-5.700000000000015,2,0,8,0
2152,-5.700000000000015,2,0,8,1
2153,-5.700000000000015,2,0,8,0
2154,-5.700000000000015,2,0,8,0
2155,-5.700000000000015,2,0,8,0
2156,-5.700000000000015,2,0,8,0
2157,-5.700000000000015,2,0,8,0
2158,-5.700000000000015,2,0,8,0
2159,-5.700000000000015,2,0,8,1
2160,-5.700000000000015,2,0,8,0
2161,-5.700000000000015,2,0,8,0
2162,-5.700000000000015,2,0,8,1
2163,-5.700000000000015,2,0,8,0
2164,-5.700000000000015,2,0,8,0
2165,-5.700000000000015,2,0,8,0
2166,-5.700000000000015,2,0,8,0
2167,-5.700000000000015,2,0,8,0
2168,-5.700000000000015,2,0,8,0
2169,-5.700000000000015,2,0,8,0
2170,-5.700000000000015,2,0,8,0
2171,-5.700000000000015,2,0,8,0
2172,-5.700000000000015,2,0,8,0
2173,-5.700000000000015,2,0,8,0
2174,-5.700000000000015,2,0,8,0
2175,-5.700000000000015,2,0,8,1
2176,-5.700000000000015,2,0,8,1
2177,-5.700000000000015,2,0,8,1
2178,-5.700000000000015,2,0,8,0
2179,-5.700000000000015,2,0,8,0
2180,-5.700000000000015,2,0,8,0
2181,-5.700000000000015,2,0,8,0
2182,-5.700000000000015,2,0,8,0
2183,-5.700000000000015,2,0,8,0
2184,-5.700000000000015,2,0,8,0
2185,-5.700000000000015,2,0,8,0
2186,-5.700000000000015,2,0,8,0
2187,-5.700000000000015,2,0,8,0
2188,-5.700000000000015,2,0,8,0
2189,-5.700000000000015,2,0,8,0
2190,-5.700000000000015,2,0,8,0
2191,-5.700000000000015,2,0,8,0
2192,-5.700000000000015,2,0,8,0
2193,-5.700000000000015,2,0,8,0
2194,-5.700000000000015,2,0,8,1
2195,-5.700000000000015,2,0,8,0
2196,-5.700000000000015,2,0,8,1
2197,-5.700000000000015,2,0,8,0
2198,-5.700000000000015,2,0,8,0
2199,-5.700000000000015,2,0,8,0
2200,-5.700000000000015,2,0,8,0
2201,-5.600000000000016,2,0,8,0
2202,-5.600000000000016,2,0,8,0
2203,-5.600000000000016,2,0,8,0
2204,-5.600000000000016,2,0,8,1
2205,-5.600000000000016,2,0,8,0
2206,-5.600000000000016,2,0,8,1
2207,-5.600000000000016,2,0,8,0
2208,-5.600000000000016,2,0,8,0
2209,-5.600000000000016,2,0,8,0
2210,-5.600000000000016,2,0,8,0
2211,-5.600000000000016,2,0,8,0
2212,-5.600000000000016,2,0,8,0
2213,-5.600000000000016,2,0,8,0
2214,-5.600000000000016,2,0,8,0
2215,-5.600000000000016,2,0,8,0
2216,-5.600000000000016,2,0,8,1
2217,-5.600000000000016,2,0,8,0
2218,-5.600000000000016,2,0,8,1
2219,-5.600000000000016,2,0,8,0
2220,-5.600000000000016,2,0,8,0
2221,-5.600000000000016,2,0,8,0
2222,-5.600000000000016,2,0,8,1
2223,-5.600000000000016,2,0,8,0
2224,-5.600000000000016,2,0,8,0
2225,-5.600000000000016,2,0,8,0
2226,-5.600000000000016,2,0,8,0
2227,-5.600000000000016,2,0,8,0
2228,-5.600000000000016,2,0,8,1
2229,-5.600000000000016,2,0,8,0
2230,-5.600000000000016,2,0,8,0
2231,-5.600000000000016,2,0,8,0
2232,-5.600000000000016,2,0,8,1
2233,-5.600000000000016,2,0,8,0
2234,-5.600000000000016,2,0,8,0
2235,-5.600000000000016,2,0,8,0
2236,-5.600000000000016,2,0,8,0
2237,-5.600000000000016,2,0,8,1
2238,-5.600000000000016,2,0,8,0
2239,-5.600000000000016,2,0,8,0
2240,-5.600000000000016,2,0,8,0
2241,-5.600000000000016,2,0,8,0
2242,-5.600000000000016,2,0,8,0
2243,-5.600000000000016,2,0,8,0
2244,-5.600000000000016,2,0,8,0
2245,-5.600000000000016,2,0,8,0
2246,-5.600000000000016,2,0,8,0
2247,-5.600000000000016,2,0,8,0
2248,-5.600000000000016,2,0,8,1
2249,-5.600000000000016,2,0,8,0
2250,-5.600000000000016,2,0,8,0
2251,-5.500000000000016,2,0,8,1
2252,-5.500000000000016,2,0,8,0
2253,-5.500000000000016,2,0,8,1
2254,-5.500000000000016,2,0,8,0
2255,-5.500000000000016,2,0,8,0
2256,-5.500000000000016,2,0,8,1
2257,-5.500000000000016,2,0,8,0
2258,-5.500000000000016,2,0,8,0
2259,-5.500000000000016,2,0,8,1
2260,-5.500000000000016,2,0,8,0
2261,-5.500000000000016,2,0,8,1
2262,-5.500000000000016,2,0,8,0
2263,-5.500000000000016,2,0,8,0
2264,-5.500000000000016,2,0,8,0
2265,-5.500000000000016,2,0,8,0
2266,-5.500000000000016,2,0,8,0
2267,-5.500000000000016,2,0,8,0
2268,-5.500000000000016,2,0,8,0
2269,-5.500000000000016,2,0,8,0
2270,-5.500000000000016,2,0,8,1
2271,-5.500000000000016,2,0,8,0
2272,-5.500000000000016,2,0,8,0
2273,-5.500000000000016,2,0,8,0
2274,-5.500000000000016,2,0,8,0
2275,-5.500000000000016,2,0,8,0
2276,-5.500000000000016,2,0,8,0
2277,-5.500000000000016,2,0,8,1
2278,-5.500000000000016,2,0,8,0
2279,-5.500000000000016,2,0,8,1
2280,-5.500000000000016,2,0,8,0
2281,-5.500000000000016,2,0,8,0
2282,-5.500000000000016,2,0,8,0
2283,-5.500000000000016,2,0,8,0
2284,-5.500000000000016,2,0,8,1
2285,-5.500000000000016,2,0,8,0
2286,-5.500000000000016,2,0,8,0
2287,-5.500000000000016,2,0,8,0
2288,-5.500000000000016,2,0,8,0
2289,-5.500000000000016,2,0,8,1
2290,-5.500000000000016,2,0,8,0
2291,-5.500000000000016,2,0,8,0
2292,-5.500000000000016,2,0,8,0
2293,-5.500000000000016,2,0,8,0
2294,-5.500000000000016,2,0,8,0
2295,-5.500000000000016,2,0,8,0
2296,-5.500000000000016,2,0,8,0
2297,-5.500000000000016,2,0,8,0
2298,-5.500000000000016,2,0,8,0
2299,-5.500000000000016,2,0,8,0
2300,-5.500000000000016,2,0,8,0
2301,-5.400000000000016,2,0,8,0
2302,-5.400000000000016,2,0,8,0
2303,-5.400000000000016,2,0,8,0
2304,-5.400000000000016,2,0,8,0
2305,-5.400000000000016,2,0,8,0
2306,-5.400000000000016,2,0,8,0
2307,-5.400000000000016,2,0,8,1
2308,-5.400000000000016,2,0,8,0
2309,-5.400000000000016,2,0,8,1
2310,-5.400000000000016,2,0,8,0
2311,-5.400000000000016,2,0,8,0
2312,-5.400000000000016,2,0,8,0
2313,-5.400000000000016,2,0,8,0
2314,-5.400000000000016,2,0,8,1
2315,-5.400000000000016,2,0,8,0
2316,-5.400000000000016,2,0,8,0
2317,-5.400000000000016,2,0,8,0
2318,-5.400000000000016,2,0,8,0
2319,-5.400000000000016,2,0,8,1
2320,-5.400000000000016,2,0,8,0
2321,-5.400000000000016,2,0,8,1
2322,-5.400000000000016,2,0,8,0
2323,-5.400000000000016,2,0,8,0
